Student ID,Age,Gender,Graduated high-school type,Scholarship type,Additional work,Regular artistic or sports activity,Total salary if available,Transportation to the university,Accommodation type in Cyprus,Mothers' education,Fathers' education,Number of sisters/brothers,Parental status,Mothers' occupation,Fathers' occupation,Weekly study hours,Reading frequency (non-scientific books/journals),Reading frequency (scientific books/journals),Attendance to the seminars/conferences related to the department,Impact of your projects/activities on your success,Attendance to classes,Preparation to midterm exams 1,Preparation to midterm exams 2,Taking notes in classes,Listening in classes,Discussion improves my interest and success in the course,Flip-classroom,Cumulative grade point average in the last semester (/4.00),Expected Cumulative grade point average in the graduation (/4.00),Course ID,OUTPUT Grade
824,2,2,2,5,2,2,1,1,1,3,3,1,1,2,3,3,2,2,1,1,1,2,1,2,2,2,2,4,3,3,2.0
825,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
826,1,2,1,4,2,2,2,3,2,2,3,2,1,2,4,2,2,2,1,1,1,2,1,2,2,2,1,3,2,3,2.0
827,1,2,1,4,2,2,2,3,2,3,3,2,1,3,4,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2.0
828,2,1,2,3,1,2,1,1,1,2,3,4,1,2,2,2,1,2,1,2,1,1,1,2,3,2,2,2,3,1,2.0
829,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
830,2,2,2,5,2,2,1,1,1,3,3,1,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,4,3,1,2.0
831,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
832,2,1,2,4,1,1,2,2,2,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,3,3,5,2.0
833,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,7,2.0
834,2,2,2,5,2,2,1,1,1,3,3,1,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,4,3,1,2.0
835,1,1,1,5,2,1,1,1,2,3,3,2,1,3,2,2,2,2,2,2,1,1,1,3,1,3,3,3,3,7,2.0
836,1,2,1,4,2,2,2,3,2,2,3,2,1,2,4,2,2,2,1,1,1,2,1,2,2,2,1,3,2,4,2.0
837,1,2,1,3,2,2,2,2,1,3,3,2,1,2,3,2,2,1,1,2,2,1,1,2,2,3,1,4,1,4,2.0
838,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
839,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
840,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
841,2,2,2,5,2,2,1,1,1,3,3,1,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,4,3,2,2.0
842,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
843,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,6,2.0
844,2,1,2,5,1,1,3,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,8,2.0
845,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
846,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
847,2,2,2,3,2,2,2,1,2,3,3,2,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
848,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,1,2,2,3.0
849,3,2,2,3,2,2,1,4,2,2,2,4,1,2,1,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
850,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,2,2,3,4,4,4,3.0
851,3,2,2,3,2,2,1,4,2,2,2,4,1,2,1,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
852,2,2,2,3,1,2,2,1,2,2,4,3,1,3,3,3,2,3,1,1,1,1,1,3,3,2,2,3,3,4,3.0
853,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
854,3,2,2,3,2,2,2,1,1,2,3,4,2,3,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
855,2,2,2,3,2,2,1,4,2,2,3,3,1,2,3,3,2,2,1,1,1,1,1,2,3,3,2,5,4,1,3.0
856,2,2,3,4,2,2,1,1,1,3,2,2,1,3,2,1,2,2,1,2,1,2,1,3,2,3,1,4,3,1,3.0
857,2,2,2,3,2,2,1,3,2,2,2,2,1,2,4,3,2,2,1,1,1,1,1,2,3,3,2,4,4,5,3.0
858,1,1,2,3,1,1,1,2,1,1,2,3,1,2,4,4,2,3,2,1,1,2,2,3,2,3,2,3,3,5,3.0
859,3,2,2,3,2,2,1,3,2,3,2,3,1,3,2,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
860,1,1,2,5,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,3,3,3,2,5,3,6,3.0
861,3,2,2,3,2,2,3,1,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
862,2,2,2,4,2,2,1,1,1,1,2,4,1,2,4,2,2,2,1,2,1,1,1,3,2,3,2,4,4,3,3.0
863,1,1,2,3,2,2,1,2,2,3,4,1,1,3,2,2,2,2,1,1,1,1,1,2,3,2,2,2,2,7,3.0
864,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,5,4,5,3.0
865,2,2,2,3,2,2,1,1,2,1,3,3,1,2,4,2,2,2,1,1,1,1,1,2,2,3,2,2,2,1,3.0
866,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,5,4,5,3.0
867,2,2,2,3,2,2,1,2,2,3,3,2,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
868,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,3,3.0
869,1,1,2,4,1,1,1,2,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,7,3.0
870,1,1,2,3,2,2,1,2,2,4,4,1,1,3,2,2,2,2,1,1,1,1,1,2,3,2,2,2,1,7,3.0
871,2,2,2,3,2,2,3,1,1,2,3,5,1,2,4,3,2,2,1,1,1,1,1,2,2,2,2,4,3,1,3.0
872,1,1,2,4,1,1,2,1,3,3,4,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
873,1,1,1,5,2,1,1,1,2,1,2,3,1,2,1,2,2,3,2,1,1,2,1,3,2,3,1,5,4,8,3.0
874,1,1,1,5,2,2,2,1,2,3,2,4,1,3,4,3,1,1,1,1,1,2,1,3,2,3,1,4,4,9,3.0
875,1,1,2,5,2,2,1,2,1,1,1,2,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,7,3.0
876,1,2,1,3,2,2,2,2,2,3,4,3,1,3,4,4,2,2,1,2,1,1,1,3,2,2,2,2,3,3,3.0
877,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,5,4,5,3.0
878,2,2,2,4,2,2,1,1,2,3,2,1,1,4,4,2,2,2,1,1,2,1,1,2,2,3,2,5,3,4,3.0
879,1,2,1,3,2,2,2,2,2,3,3,3,1,2,4,4,2,2,1,2,1,1,1,3,2,2,3,2,3,1,3.0
880,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
881,1,1,1,4,1,1,3,2,2,3,5,3,1,3,3,4,2,3,1,1,1,2,1,3,3,3,1,3,2,6,3.0
882,2,2,2,3,2,2,2,3,2,1,4,2,1,4,2,3,1,1,1,1,1,1,2,3,2,3,1,4,3,5,3.0
883,2,2,2,3,2,2,1,1,2,4,3,1,1,5,4,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
884,1,1,2,4,1,1,2,1,3,3,4,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
885,2,2,3,5,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,3,2,3,1,4,3,3,3.0
886,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,5,4,4,3.0
887,2,2,2,3,2,2,1,1,2,1,3,3,1,2,4,2,2,2,1,1,1,1,1,2,2,3,2,2,2,1,3.0
888,2,2,2,3,2,2,1,1,2,1,3,3,1,2,4,2,2,2,1,1,1,1,1,2,2,3,2,2,2,1,3.0
889,1,2,1,3,2,2,2,2,2,3,3,3,1,2,4,4,2,2,1,2,1,1,1,3,2,2,3,2,3,3,3.0
890,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,3,1,1,1,1,1,3,3,2,3,3,3,1,3.0
891,1,2,1,3,2,2,2,2,2,3,3,3,1,2,4,4,2,2,1,2,1,1,1,3,2,2,3,2,3,1,3.0
892,1,2,2,3,2,2,3,1,1,2,3,4,1,2,4,3,2,2,1,1,1,1,1,2,2,2,1,3,3,1,3.0
893,2,2,2,3,1,2,2,1,2,1,2,4,1,2,3,2,2,3,1,1,1,1,1,3,3,2,2,4,3,1,3.0
894,1,1,1,5,2,1,1,1,2,1,2,3,1,2,1,2,2,3,2,1,1,2,1,3,2,3,1,5,4,9,3.0
895,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
896,1,2,1,3,2,2,2,2,2,2,3,3,1,2,4,3,2,2,1,2,1,1,1,3,2,2,3,2,3,1,3.0
897,1,1,2,3,2,2,1,2,2,4,4,1,1,3,2,2,2,2,1,1,1,1,1,2,3,2,2,1,1,6,3.0
898,2,2,2,4,2,2,1,1,1,1,3,4,1,2,3,1,2,2,1,3,1,1,1,3,3,3,2,4,4,5,3.0
899,1,1,2,3,1,1,1,1,1,2,2,2,1,3,4,3,2,3,2,1,1,2,2,3,2,3,2,3,3,7,3.0
900,1,2,1,3,2,2,2,3,2,2,3,3,1,3,3,3,2,2,1,2,1,1,1,3,2,2,2,3,3,1,3.0
901,3,2,2,3,1,2,4,1,2,1,1,5,3,2,1,1,2,2,1,1,1,3,3,1,3,3,3,5,4,2,3.0
902,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
903,2,2,2,4,2,2,1,1,2,3,2,1,1,4,4,2,2,2,1,1,2,1,1,2,2,3,2,5,3,4,3.0
904,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
905,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
906,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
907,3,2,2,3,2,2,3,1,1,2,3,4,2,3,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
908,3,2,2,3,1,2,1,1,2,1,3,4,1,2,3,2,2,3,1,1,1,1,1,3,2,2,3,3,3,1,3.0
909,2,2,2,3,1,2,1,1,2,2,3,3,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,3,3,6,3.0
910,2,2,2,3,2,2,1,3,2,2,2,4,1,2,2,3,2,2,1,1,1,1,1,3,2,3,3,4,4,4,3.0
911,2,2,2,3,2,2,1,1,2,4,3,1,1,5,4,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
912,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
913,1,1,2,4,1,1,1,1,1,1,1,2,1,2,4,4,2,3,2,1,1,2,2,3,2,3,2,3,3,9,3.0
914,1,1,2,4,1,1,2,1,2,2,2,3,1,3,3,4,2,2,2,1,1,2,2,3,3,2,1,4,3,9,3.0
915,2,2,2,4,1,2,3,1,2,1,1,4,2,2,1,1,2,2,1,1,1,3,2,2,3,3,2,5,4,5,3.0
916,1,2,1,3,2,2,2,2,2,3,3,3,1,3,4,4,2,2,1,2,1,1,1,3,2,2,2,2,3,5,3.0
917,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,1,2,1,3.0
918,1,1,2,5,2,2,1,1,1,2,1,1,1,3,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,8,3.0
919,3,2,2,3,2,2,1,4,2,2,2,4,1,2,1,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
920,2,2,2,4,2,2,3,3,2,2,3,3,1,3,3,2,1,1,1,1,1,1,2,3,1,3,1,5,3,5,3.0
921,1,2,1,3,2,2,2,2,2,3,3,3,1,2,4,4,2,2,1,2,1,1,1,3,2,2,3,3,3,1,3.0
922,3,2,2,3,2,2,2,2,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
923,2,2,2,4,2,2,1,1,1,2,3,3,1,2,3,1,2,2,1,2,1,1,1,3,3,3,2,3,3,5,3.0
924,2,2,2,3,1,2,1,1,2,2,3,3,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,4,3,6,3.0
925,3,2,2,3,1,2,3,1,2,1,1,5,2,2,2,1,2,2,1,1,1,2,2,2,3,3,3,5,4,2,3.0
926,1,1,2,4,1,1,1,1,3,2,3,2,1,3,3,3,2,2,2,1,1,2,2,3,2,2,1,2,3,5,3.0
927,2,2,2,4,2,2,1,1,1,2,3,3,1,2,3,1,2,2,1,2,1,1,1,3,3,3,2,3,3,5,3.0
928,1,1,2,4,1,1,1,1,3,2,3,2,1,3,3,3,2,2,2,1,1,2,2,3,2,2,1,2,3,6,3.0
929,2,2,2,3,2,2,1,4,2,2,3,3,1,2,3,3,2,2,1,1,1,1,1,2,3,3,2,5,4,1,3.0
930,2,2,1,3,2,2,2,2,2,2,3,3,1,2,4,3,2,2,1,2,1,1,1,3,2,2,3,3,3,1,3.0
931,3,2,2,3,1,2,4,1,2,1,1,5,3,2,1,1,2,2,1,1,1,3,3,1,3,3,3,5,4,1,3.0
932,2,2,2,3,2,2,2,1,2,3,3,3,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
933,1,1,1,5,2,2,3,1,1,3,1,5,1,2,4,3,1,1,1,1,1,2,1,3,2,3,1,5,4,9,3.0
934,1,1,1,4,2,2,3,1,1,3,2,4,1,2,4,3,1,1,1,1,1,2,1,3,2,3,2,4,4,6,3.0
935,1,1,2,3,1,1,2,1,1,1,2,4,1,2,4,4,2,3,2,1,1,2,2,3,2,3,2,3,3,6,3.0
936,2,2,2,3,2,2,1,1,2,1,3,3,1,2,4,2,2,2,1,1,1,1,1,2,2,3,2,2,2,1,3.0
937,1,1,2,5,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,3,3,3,2,5,3,6,3.0
938,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
939,2,2,2,3,2,2,1,3,2,2,3,2,1,2,4,3,2,2,1,1,1,1,1,2,3,3,2,5,4,3,3.0
940,1,2,1,3,2,2,2,2,2,3,4,3,1,3,4,4,2,2,1,2,1,1,1,3,2,2,2,2,3,5,3.0
941,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,2,2,3,4,3,3,3.0
942,3,2,2,3,2,2,1,3,2,2,2,4,1,2,2,2,2,2,1,1,1,1,1,3,2,3,3,4,4,3,3.0
943,1,1,2,5,2,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,9,3.0
944,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
945,3,2,2,3,1,2,1,1,2,1,3,4,1,2,3,2,2,3,1,1,1,1,1,3,2,2,3,3,3,1,3.0
946,2,2,2,3,2,2,2,3,2,1,4,2,1,3,3,2,1,1,1,1,1,1,2,3,1,3,1,4,3,1,3.0
947,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
948,2,2,3,5,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,3,2,3,1,4,3,3,3.0
949,2,2,2,3,2,2,1,1,2,4,3,1,1,5,4,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
950,2,2,2,3,2,2,1,1,2,1,3,3,1,2,4,2,2,2,1,1,1,1,1,2,2,3,2,2,2,1,3.0
951,2,2,2,3,1,2,1,1,1,1,2,4,2,2,4,2,3,3,1,2,1,1,2,3,2,2,3,3,3,2,3.0
952,1,1,1,4,2,2,2,1,1,2,1,5,1,2,4,3,2,2,1,1,1,2,1,3,2,3,2,4,4,6,3.0
953,1,1,2,5,2,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,9,3.0
954,1,1,1,4,1,1,3,2,3,4,6,2,1,4,3,4,2,3,1,1,1,2,1,3,3,3,1,2,2,9,3.0
955,1,1,2,4,1,1,1,1,3,2,3,2,1,3,3,4,2,2,2,1,1,2,2,3,3,2,2,3,3,7,3.0
956,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,1,2,3,3,3,1,3.0
957,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,2,2,3,4,4,4,3.0
958,1,1,2,4,1,1,2,1,3,3,4,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
959,2,2,2,3,1,2,1,1,2,1,2,3,1,3,3,3,2,3,1,1,1,1,1,3,3,2,2,4,3,4,3.0
960,2,2,2,4,2,2,1,1,2,3,2,1,1,4,4,2,2,2,1,1,2,1,1,2,2,3,2,5,3,4,3.0
961,1,1,2,5,2,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,9,3.0
962,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
963,2,2,2,3,2,2,1,1,2,4,3,1,1,5,4,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
964,1,1,2,3,2,2,2,2,2,3,3,2,1,3,2,2,2,2,1,1,1,1,1,2,3,2,2,2,2,6,3.0
965,2,1,1,4,2,1,2,1,2,1,2,4,2,2,1,2,2,3,2,1,1,2,2,2,2,3,2,5,4,6,3.0
966,2,2,2,3,2,2,1,2,2,3,3,2,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
967,2,2,2,3,1,2,1,1,2,2,2,4,1,2,3,3,2,3,1,1,1,1,1,3,3,2,3,3,3,1,3.0
968,3,2,2,3,1,2,2,1,2,1,2,4,2,2,2,2,2,2,1,1,1,2,2,2,3,2,3,5,4,4,3.0
969,2,2,2,4,2,2,1,3,2,2,2,3,1,2,2,2,2,2,1,1,1,1,1,3,2,3,3,5,4,4,3.0
970,1,1,1,5,2,1,1,1,2,1,2,3,1,2,1,2,2,3,2,1,1,2,1,3,2,3,1,5,4,8,3.0
971,1,1,1,5,2,2,3,1,1,3,1,5,1,2,4,3,1,1,1,1,1,2,1,3,2,3,1,4,4,8,3.0
972,2,2,2,4,2,2,2,1,2,2,3,4,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,2,3,3,3.0
973,1,1,2,4,1,1,2,1,2,2,2,3,1,3,3,4,2,2,2,1,1,2,2,3,3,2,1,4,3,9,3.0
974,1,1,2,3,2,2,1,2,2,3,3,2,1,3,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,5,3.0
975,3,2,2,3,2,2,2,1,1,2,3,3,2,3,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
976,1,1,2,4,1,1,1,1,3,2,3,2,1,3,3,4,2,2,2,1,1,2,2,3,3,2,2,3,3,7,3.0
977,1,1,2,4,1,1,1,1,2,2,2,3,1,3,3,4,2,2,2,1,1,2,2,3,2,2,2,3,3,6,3.0
978,3,2,2,3,1,2,4,1,2,1,1,5,3,2,1,1,2,2,1,1,1,3,3,1,3,3,3,5,4,1,3.0
979,1,1,2,3,1,1,1,1,1,1,1,3,1,2,4,4,2,3,2,1,1,2,2,3,2,3,2,2,3,9,3.0
980,2,2,2,3,2,2,1,3,2,2,2,4,1,2,2,3,2,2,1,1,1,1,1,3,2,3,3,4,4,4,3.0
981,3,2,2,3,1,2,1,1,2,2,2,3,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,4,3,5,3.0
982,1,1,1,5,2,2,3,1,1,3,1,5,1,2,4,3,1,1,1,1,1,2,1,3,2,3,1,5,4,8,3.0
983,1,1,1,5,2,2,2,1,2,3,2,4,1,3,4,3,1,1,1,1,1,2,1,3,2,3,1,4,4,9,3.0
984,1,2,1,3,2,2,2,2,2,3,3,3,1,2,4,4,2,2,1,2,1,1,1,3,2,2,3,2,3,1,3.0
985,3,2,2,3,1,2,4,1,2,1,1,5,3,2,1,1,2,2,1,1,1,3,3,1,3,3,3,5,4,1,3.0
986,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,3,1,1,1,1,1,3,3,2,3,4,3,1,3.0
987,3,2,2,3,2,2,1,3,2,3,2,3,1,3,2,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
988,2,2,2,3,2,2,2,3,2,1,3,3,1,3,3,2,2,2,1,1,1,1,2,3,1,3,2,4,3,1,3.0
989,3,2,2,4,2,2,1,3,2,2,2,3,1,2,1,2,2,2,1,2,1,1,1,3,2,3,2,5,4,1,3.0
990,1,1,2,4,1,1,2,1,2,2,2,3,1,3,3,4,2,2,2,1,1,2,2,3,3,2,1,4,3,9,3.0
991,3,2,2,3,2,2,3,1,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
992,2,2,2,3,2,2,1,4,2,2,3,2,1,2,4,3,2,2,1,1,1,1,1,2,3,3,2,5,4,1,3.0
993,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
994,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,2,2,2,3.0
995,2,2,2,3,1,2,1,1,2,1,2,3,1,3,3,3,2,3,1,1,1,1,1,3,3,2,2,4,3,3,3.0
996,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
997,3,2,2,4,2,2,2,1,1,1,3,4,2,2,1,2,2,2,1,2,1,1,1,3,2,2,2,5,4,1,3.0
998,1,1,2,4,1,1,1,1,3,2,3,2,1,3,3,4,2,2,2,1,1,2,2,3,3,2,2,3,3,5,3.0
999,1,1,2,4,2,2,1,1,1,2,2,1,1,3,3,3,1,2,2,1,1,1,1,3,2,3,2,5,3,6,3.0
1000,1,1,1,5,2,1,1,1,2,2,2,3,1,2,1,2,2,3,2,1,1,2,1,3,2,3,1,4,3,9,3.0
1001,2,1,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,5,3.0
1002,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,1,2,3,3,3,1,3.0
1003,2,2,2,3,2,2,2,1,2,3,3,3,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
1004,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,4,3.0
1005,3,2,2,3,2,2,3,1,1,2,3,4,2,3,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1006,2,2,2,3,1,2,2,2,1,1,2,3,2,3,3,3,2,2,1,1,1,1,2,3,1,2,2,4,3,1,3.0
1007,2,2,2,4,2,2,2,1,1,1,2,4,2,2,3,1,2,2,1,2,1,2,2,2,3,3,2,4,4,3,3.0
1008,1,1,2,5,2,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,8,3.0
1009,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,5,4,4,3.0
1010,3,2,2,3,2,2,3,1,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1011,2,2,2,3,2,2,2,3,2,1,4,2,1,4,2,3,1,1,1,1,1,1,2,3,2,3,1,4,3,3,3.0
1012,1,1,2,5,2,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,9,3.0
1013,2,2,2,3,2,2,1,1,2,2,4,3,1,2,4,3,2,2,1,1,1,1,1,2,1,3,2,1,2,1,3.0
1014,2,2,2,3,1,2,1,1,2,2,2,4,1,2,3,3,2,3,1,1,1,1,1,3,3,2,3,3,3,1,3.0
1015,2,2,2,4,2,2,1,3,2,2,3,2,1,2,3,2,2,2,1,2,1,1,1,2,3,3,2,5,4,1,3.0
1016,3,2,2,3,2,2,2,1,1,2,3,4,2,3,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1017,2,2,2,3,2,2,1,1,2,2,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,1,2,2,3.0
1018,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
1019,1,1,2,3,2,2,1,2,2,3,4,2,1,3,3,2,2,2,1,2,1,1,1,2,3,2,2,2,2,6,3.0
1020,3,2,2,3,2,2,2,2,1,1,3,4,2,2,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1021,3,2,2,3,2,2,3,1,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1022,3,2,2,3,1,2,4,1,2,1,1,5,3,2,1,1,2,2,1,1,1,3,3,1,3,3,3,5,4,1,3.0
1023,3,2,2,3,2,2,2,1,1,2,3,3,2,3,2,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1024,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,5,4,4,3.0
1025,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,8,3.0
1026,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,1,2,3,3,3,1,3.0
1027,1,1,1,5,2,2,3,1,1,3,1,5,1,2,4,3,1,1,1,1,1,2,1,3,2,3,1,5,4,8,3.0
1028,2,1,1,4,2,1,1,1,2,1,2,3,1,2,2,2,2,3,2,1,1,2,1,3,2,3,2,5,4,8,3.0
1029,2,2,2,4,1,2,2,1,1,2,1,4,2,2,4,3,2,2,1,1,1,1,2,3,1,2,2,4,3,5,3.0
